case_id,round,company,candidate_id,candidate_type,classification_confidence,value_raw,unit_raw,value_million_yen_normalized,project_cost_representative_million_yen,subsidy_representative_million_yen,difference_from_representative_million_yen,matches_representative,context,source_page,source_field,pdf_url
s1_outline_118,1次,クリエイトワン株式会社,s1_outline_118_cost_1,unclassified_cost_amount,low,12.0,億円,1200.0,1200.0,74.0,,,"見出し12億円（0.74億円）。記載明細は43+1,287百万円。",3,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_118.pdf
s1_outline_118,1次,クリエイトワン株式会社,s1_outline_118_cost_2,unclassified_cost_amount,low,0.74,億円,74.0,1200.0,74.0,,,"見出し12億円（0.74億円）。記載明細は43+1,287百万円。",3,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_118.pdf
s1_outline_118,1次,クリエイトワン株式会社,s1_outline_118_cost_3,unclassified_cost_amount,low,1287.0,百万円,1287.0,1200.0,74.0,,,"見出し12億円（0.74億円）。記載明細は43+1,287百万円。",3,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_118.pdf
s1_outline_119,1次,株式会社フルヤ金属,s1_outline_119_cost_1,project_cost,high,41.0,億円,4100.0,4100.0,1200.0,0.0,true,事業費41億円（12億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_119.pdf
s1_outline_119,1次,株式会社フルヤ金属,s1_outline_119_cost_2,subsidy,high,12.0,億円,1200.0,4100.0,1200.0,0.0,true,事業費41億円（12億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_119.pdf
s1_outline_12,1次,株式会社松岡,s1_outline_12_cost_1,project_cost,high,131.0,億円,13100.0,13100.0,4200.0,0.0,true,事業費131億円（補助額42億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf
s1_outline_12,1次,株式会社松岡,s1_outline_12_cost_2,subsidy,high,42.0,億円,4200.0,13100.0,4200.0,0.0,true,事業費131億円（補助額42億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf
s1_outline_120,1次,旭陽電気株式会社,s1_outline_120_cost_1,project_cost,high,31.0,億円,3100.0,3100.0,320.0,0.0,true,事業費31億円（3.2億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_120,1次,旭陽電気株式会社,s1_outline_120_cost_2,subsidy,high,3.2,億円,320.0,3100.0,320.0,0.0,true,事業費31億円（3.2億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_121,1次,土佐鶴酒造株式会社,s1_outline_121_cost_1,project_cost,high,12.7,億円,1270.0,1270.0,370.0,0.0,true,事業費12.7億円（補助額3.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_121.pdf
s1_outline_121,1次,土佐鶴酒造株式会社,s1_outline_121_cost_2,subsidy,high,3.7,億円,370.0,1270.0,370.0,0.0,true,事業費12.7億円（補助額3.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_121.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_cost_1,project_cost,high,45.0,億円,4500.0,4500.0,230.0,0.0,true,事業費45億円（補助額2.3億円）。明細は約5億円、約45億円、約4億円と,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_cost_2,subsidy,high,2.3,億円,229.99999999999997,4500.0,230.0,-2.842170943040401e-14,true,事業費45億円（補助額2.3億円）。明細は約5億円、約45億円、約4億円と記載され、概要総額,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_cost_3,unclassified_cost_amount,low,5.0,億円,500.0,4500.0,230.0,,,事業費45億円（補助額2.3億円）。明細は約5億円、約45億円、約4億円と記載され、概要総額との範囲関係が不明,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_cost_4,unclassified_cost_amount,low,45.0,億円,4500.0,4500.0,230.0,,,事業費45億円（補助額2.3億円）。明細は約5億円、約45億円、約4億円と記載され、概要総額との範囲関係が不明。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_cost_5,unclassified_cost_amount,low,4.0,億円,400.0,4500.0,230.0,,,45億円（補助額2.3億円）。明細は約5億円、約45億円、約4億円と記載され、概要総額との範囲関係が不明。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_cost_1,project_cost,high,95.0,億円,9500.0,9500.0,1900.0,0.0,true,事業費95億円（補助額19億円）。プラント設備工事56億円、土木建築工事3,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_cost_2,subsidy,high,19.0,億円,1900.0,9500.0,1900.0,0.0,true,事業費95億円（補助額19億円）。プラント設備工事56億円、土木建築工事39億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_cost_3,cost_component,high,56.0,億円,5600.0,9500.0,1900.0,,,事業費95億円（補助額19億円）。プラント設備工事56億円、土木建築工事39億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_cost_4,cost_component,high,39.0,億円,3900.0,9500.0,1900.0,,,円（補助額19億円）。プラント設備工事56億円、土木建築工事39億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_124,1次,株式会社シロ,s1_outline_124_cost_1,project_cost,high,27.0,億円,2700.0,2700.0,780.0,0.0,true,事業費27億円（補助額7.8億円）,3,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_124.pdf
s1_outline_124,1次,株式会社シロ,s1_outline_124_cost_2,subsidy,high,7.8,億円,780.0,2700.0,780.0,0.0,true,事業費27億円（補助額7.8億円）,3,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_124.pdf
s1_outline_125,1次,株式会社ミダック,s1_outline_125_cost_1,project_cost,high,27.0,億円,2700.0,2700.0,210.0,0.0,true,事業費27億円、補助額2.1億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf
s1_outline_125,1次,株式会社ミダック,s1_outline_125_cost_2,subsidy,high,2.1,億円,210.0,2700.0,210.0,0.0,true,事業費27億円、補助額2.1億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf
s1_outline_126,1次,高末株式会社,s1_outline_126_cost_1,project_cost,high,75.0,億円,7500.0,7500.0,440.0,0.0,true,事業費75億円（補助額4.4億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_126.pdf
s1_outline_126,1次,高末株式会社,s1_outline_126_cost_2,subsidy,high,4.4,億円,440.00000000000006,7500.0,440.0,5.684341886080802e-14,true,事業費75億円（補助額4.4億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_126.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_cost_1,project_cost,high,17.0,億円,1700.0,1700.0,570.0,0.0,true,事業費17億円（補助額5.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_cost_2,subsidy,high,5.7,億円,570.0,1700.0,570.0,0.0,true,事業費17億円（補助額5.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_128,1次,株式会社ただおザウルス,s1_outline_128_cost_1,project_cost,high,15.0,億円,1500.0,1500.0,470.0,0.0,true,事業費15億円（補助額4.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_128,1次,株式会社ただおザウルス,s1_outline_128_cost_2,subsidy,high,4.7,億円,470.0,1500.0,470.0,0.0,true,事業費15億円（補助額4.7億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_129,1次,株式会社浜屋,s1_outline_129_cost_1,project_cost,high,15.0,億円,1500.0,1500.0,430.0,0.0,true,事業費15億円（補助額4.3億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_129.pdf
s1_outline_129,1次,株式会社浜屋,s1_outline_129_cost_2,subsidy,high,4.3,億円,430.0,1500.0,430.0,0.0,true,事業費15億円（補助額4.3億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_129.pdf
s1_outline_13,1次,株式会社アロン社,s1_outline_13_cost_1,project_cost,high,18.0,億円,1800.0,1800.0,600.0,0.0,true,税抜事業費18億円（補助額6.0億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_13.pdf
s1_outline_13,1次,株式会社アロン社,s1_outline_13_cost_2,subsidy,high,6.0,億円,600.0,1800.0,600.0,0.0,true,税抜事業費18億円（補助額6.0億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_13.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_1,project_cost,high,12.6,億円,1260.0,1260.0,420.0,0.0,true,"概要: 事業費12.6億円（補助額4.2億円）。明細: 894,349,500円+49",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_2,subsidy,high,4.2,億円,420.0,1260.0,420.0,0.0,true,"概要: 事業費12.6億円（補助額4.2億円）。明細: 894,349,500円+491,650,500",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_3,unclassified_cost_amount,low,894349500.0,円,894.3494999999999,1260.0,420.0,,,"概要: 事業費12.6億円（補助額4.2億円）。明細: 894,349,500円+491,650,500円=1,386,000,000円、補",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_4,unclassified_cost_amount,low,491650500.0,円,491.65049999999997,1260.0,420.0,,,"億円（補助額4.2億円）。明細: 894,349,500円+491,650,500円=1,386,000,000円、補助額は271,015,00",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_5,unclassified_cost_amount,low,1386000000.0,円,1386.0,1260.0,420.0,,,"明細: 894,349,500円+491,650,500円=1,386,000,000円、補助額は271,015,000円+148,985,000円",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_6,subsidy,high,271015000.0,円,271.015,1260.0,420.0,-148.985,false,"1,650,500円=1,386,000,000円、補助額は271,015,000円+148,985,000円=420,000,000円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_7,subsidy,high,148985000.0,円,148.98499999999999,1260.0,420.0,-271.015,false,"386,000,000円、補助額は271,015,000円+148,985,000円=420,000,000円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_cost_8,unclassified_cost_amount,low,420000000.0,円,420.0,1260.0,420.0,,,"補助額は271,015,000円+148,985,000円=420,000,000円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_131,1次,株式会社遠藤写真工芸所,s1_outline_131_cost_1,project_cost,high,38.0,億円,3800.0,3800.0,1000.0,0.0,true,事業費38億円（補助額10億円）,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_131.pdf
