case_id,round,company,industry,pdf_url,is_clean,analysis_exclusion_recommended,analysis_exclusion_reasons,project_cost_oku,subsidy_oku,dashboard9_observed_n,dashboard9_below_accepted_n,dashboard9_below_accepted_share,dashboard9_at_or_above_accepted_n,dashboard9_at_or_above_applicant_n,dashboard9_at_or_above_applicant_share,dashboard9_lagging,directional8_observed_n,directional8_below_accepted_n,directional8_below_accepted_share,directional8_at_or_above_accepted_n,directional8_lagging,directional_component_win_n,directional_explanation_level,directional_all_observed_below_accepted,component_growth_win,component_productivity_value_win,component_wage_win,secondary_effect_top_quartile,sales_increase_per_subsidy,payroll_increase_per_subsidy,jobs_increase_per_subsidy_oku,sales_cagr_pct,benchmark_applicant_company_sales_cagr,benchmark_accepted_company_sales_cagr,below_accepted_company_sales_cagr,sales_increase_oku_yen_normalized,benchmark_applicant_company_sales_increase,benchmark_accepted_company_sales_increase,below_accepted_company_sales_increase,labor_annual_rate_pct,benchmark_applicant_labor_cagr,benchmark_accepted_labor_cagr,below_accepted_labor_cagr,value_added_increase_estimated_oku,benchmark_applicant_value_added_increase,benchmark_accepted_value_added_increase,below_accepted_value_added_increase,employee_pay_annual_rate_pct,benchmark_applicant_employee_pay_rate,benchmark_accepted_employee_pay_rate,below_accepted_employee_pay_rate,employee_pay_total_increase_estimated_oku,benchmark_applicant_employee_pay_total_increase,benchmark_accepted_employee_pay_total_increase,below_accepted_employee_pay_total_increase,officer_pay_annual_rate_pct,benchmark_applicant_officer_pay_rate,benchmark_accepted_officer_pay_rate,below_accepted_officer_pay_rate,investment_sales_ratio_pct,benchmark_applicant_investment_sales_ratio,benchmark_accepted_investment_sales_ratio,below_accepted_investment_sales_ratio,value_added_subsidy_ratio_proxy_pct,benchmark_applicant_value_added_subsidy_ratio,benchmark_accepted_value_added_subsidy_ratio,below_accepted_value_added_subsidy_ratio
s2_outline_122,4次,杉プラスチック工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_122.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,20.0,4.9,7,5.0,0.7142857142857143,2.0,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,8.657142857142857,0.2850285714285714,1.2244897959183672,,14.0,17.0,,42.42,38.5,61.3,1.0,26.3,25.0,30.0,1.0,9.730666000000003,12.9,21.1,1.0,6.6,6.5,6.5,0.0,1.39664,2.0,2.9,1.0,6.6,5.5,6.0,0.0,,48.0,47.0,,180.53183673469388,169.0,209.0,1.0
s2_outline_194,4次,リバードコーポレーション株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_194.pdf,True,False,,59.18,18.6,7,5.0,0.7142857142857143,2.0,2.0,0.2857142857142857,True,7,5.0,0.7142857142857143,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,1.4946236559139785,0.09400806451612903,0.8064516129032258,,14.0,17.0,,27.8,38.5,61.3,1.0,7.4,25.0,30.0,1.0,5.50935,12.9,21.1,1.0,7.3,6.5,6.5,0.0,1.74855,2.0,2.9,1.0,6.0,5.5,6.0,0.0,,48.0,47.0,,26.927419354838705,169.0,209.0,1.0
s2_outline_197,3次,株式会社ファイン,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_197.pdf,True,False,,36.0,11.0,7,5.0,0.7142857142857143,2.0,5.0,0.7142857142857143,True,7,5.0,0.7142857142857143,2.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,11.545454545454545,0.3625090909090909,2.727272727272727,,13.0,14.0,,127.0,42.2,62.3,0.0,13.5,22.0,26.0,1.0,16.922400000000003,15.7,24.1,1.0,6.0,6.0,6.2,1.0,3.9876,2.4,3.5,0.0,4.5,5.0,5.3,1.0,,57.0,61.0,,139.85454545454547,139.0,171.0,1.0
s2_outline_206,4次,能勢酒造株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_206.pdf,True,False,,18.85,5.07,7,5.0,0.7142857142857143,2.0,3.0,0.42857142857142855,True,7,5.0,0.7142857142857143,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,True,4.6351084812623276,0.262396449704142,4.536489151873767,,14.0,17.0,,23.5,38.5,61.3,1.0,27.1,25.0,30.0,1.0,8.363311000000001,12.9,21.1,1.0,6.6,6.5,6.5,0.0,1.33035,2.0,2.9,1.0,8.6,5.5,6.0,0.0,,48.0,47.0,,149.96074950690334,169.0,209.0,1.0
s2_outline_216,3次,中本Fine Pack株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_216.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,35.0,9.7,7,5.0,0.7142857142857143,2.0,3.0,0.42857142857142855,True,7,5.0,0.7142857142857143,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,True,3.4484536082474233,0.3976907216494846,8.247422680412372,,13.0,14.0,,33.45,42.2,62.3,1.0,26.8,22.0,26.0,0.0,10.494880000000002,15.7,24.1,1.0,5.5,6.0,6.2,1.0,3.8576,2.4,3.5,0.0,5.0,5.0,5.3,1.0,,57.0,61.0,,98.35876288659794,139.0,171.0,1.0
s1_outline_25,1次,日本リファイン株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf,True,False,,40.0,8.6,7,5.0,0.7142857142857143,2.0,4.0,0.5714285714285714,True,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,7.953488372093024,0.1005232558139535,0.5813953488372093,,7.0,10.0,,68.4,19.5,55.0,0.0,10.19,12.0,15.0,1.0,6.821650000000001,5.1,14.2,1.0,5.0,3.5,4.3,0.0,0.8645,0.9,2.3,1.0,,3.4,4.0,,33.05785123966942,50.0,36.0,1.0,72.11046511627907,61.0,126.0,1.0
s2_outline_156,4次,上野ロジケム株式会社,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf,True,False,,35.41,9.43,7,4.0,0.5714285714285714,3.0,5.0,0.7142857142857143,False,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,8.16542948038176,0.27844114528101804,3.181336161187699,,14.0,17.0,,77.0,38.5,61.3,0.0,15.6,25.0,30.0,1.0,18.043036,12.9,21.1,1.0,7.0,6.5,6.5,0.0,2.6257,2.0,2.9,1.0,,5.5,6.0,,47.21333333333333,48.0,47.0,0.0,173.9423117709438,169.0,209.0,1.0
s1_outline_16,1次,株式会社旭ウエルテック,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_16.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,33.0,10.0,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,,0.14998499999999998,1.8,,7.0,10.0,,,19.5,55.0,,9.89,12.0,15.0,1.0,3.163798,5.1,14.2,1.0,8.55,3.5,4.3,0.0,1.49985,0.9,2.3,1.0,6.27,3.4,4.0,0.0,,50.0,36.0,,28.7618,61.0,126.0,1.0
s1_outline_62,1次,サーパス工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_62.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,200.0,50.0,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,False,,0.067984,0.96,,7.0,10.0,,,19.5,55.0,,4.5,12.0,15.0,1.0,33.843920000000004,5.1,14.2,0.0,3.1,3.5,4.3,1.0,3.3992,0.9,2.3,0.0,3.1,3.4,4.0,1.0,,50.0,36.0,,61.5344,61.0,126.0,1.0
s1_outline_72,1次,ヤマセ電気株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_72.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,29.0,7.2,6,4.0,0.6666666666666666,2.0,4.0,0.6666666666666666,True,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,True,,0.6785,13.333333333333332,,7.0,10.0,,,19.5,55.0,,4.4,12.0,15.0,1.0,12.808620000000001,5.1,14.2,1.0,3.9,3.5,4.3,1.0,4.8852,0.9,2.3,0.0,0.0,3.4,4.0,1.0,,50.0,36.0,,161.725,61.0,126.0,0.0
s1_outline_85,1次,マルコ工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_85.pdf,True,False,,37.0,12.0,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,,0.10304999999999999,0.8333333333333334,,7.0,10.0,,,19.5,55.0,,9.5,12.0,15.0,1.0,3.6007400000000005,5.1,14.2,1.0,6.0,3.5,4.3,0.0,1.2366,0.9,2.3,1.0,6.0,3.4,4.0,0.0,,50.0,36.0,,27.278333333333336,61.0,126.0,1.0
s2_outline_3,3次,さくら不動産株式会社,不動産業・物品賃貸業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_3.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,11.0,2.7,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,False,,0.24577777777777776,1.4814814814814814,,13.0,14.0,,,42.2,62.3,,28.8,22.0,26.0,0.0,1.99639,15.7,24.1,1.0,10.0,6.0,6.2,0.0,0.6636,2.4,3.5,1.0,5.0,5.0,5.3,1.0,,57.0,61.0,,67.21851851851852,139.0,171.0,1.0
s2_outline_40,3次,株式会社英楽,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_40.pdf,True,False,,19.0,6.3,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,5.063492063492063,0.1562063492063492,3.8095238095238098,,13.0,14.0,,31.9,42.2,62.3,1.0,,22.0,26.0,,10.658560000000001,15.7,24.1,1.0,6.9,6.0,6.2,0.0,0.9841,2.4,3.5,1.0,10.6,5.0,5.3,0.0,,57.0,61.0,,153.80317460317463,139.0,171.0,1.0
s2_outline_85,3次,Ｌ物流株式会社,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_85.pdf,True,False,,46.0,14.0,6,4.0,0.6666666666666666,2.0,3.0,0.5,True,6,4.0,0.6666666666666666,2.0,True,1,部分的な定量補完（1構成）,False,False,False,True,True,3.357142857142857,0.3307285714285714,4.714285714285714,,13.0,14.0,,47.0,42.2,62.3,1.0,17.9,22.0,26.0,1.0,15.46292,15.7,24.1,1.0,7.5,6.0,6.2,0.0,4.6302,2.4,3.5,0.0,,5.0,5.3,,,57.0,61.0,,100.40857142857143,139.0,171.0,1.0
s2_outline_208,4次,NICHIRO株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_208.pdf,True,False,,33.0,11.0,6,4.0,0.6666666666666666,2.0,6.0,1.0,True,6,4.0,0.6666666666666666,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,False,5.181818181818182,0.22293363636363636,2.4545454545454546,,14.0,17.0,,57.0,38.5,61.3,1.0,35.4,25.0,30.0,0.0,20.751203000000004,12.9,21.1,1.0,7.0,6.5,6.5,0.0,2.45227,2.0,2.9,1.0,,5.5,6.0,,,48.0,47.0,,171.49754545454547,169.0,209.0,1.0
s1_outline_95,1次,ナミックス株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_95.pdf,False,True,RATE_ARITHMETIC_MISMATCH,229.0,50.0,9,5.0,0.5555555555555556,4.0,4.0,0.4444444444444444,False,8,5.0,0.625,3.0,True,3,明確な定量補完（2構成以上）,False,True,True,True,False,4.4,0.275652,1.34,7.2,7.0,10.0,1.0,220.0,19.5,55.0,0.0,2.4,12.0,15.0,1.0,31.449880000000004,5.1,14.2,0.0,3.0,3.5,4.3,1.0,13.7826,0.9,2.3,0.0,3.0,3.4,4.0,1.0,42.80373831775701,50.0,36.0,0.0,57.181599999999996,61.0,126.0,1.0
s1_outline_162,1次,信光陸運株式会社,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_162.pdf,True,False,,22.0,7.3,9,5.0,0.5555555555555556,4.0,9.0,1.0,False,8,5.0,0.625,3.0,True,1,部分的な定量補完（1構成）,False,False,False,True,False,4.546575342465753,0.3356849315068493,0.684931506849315,8.93,7.0,10.0,1.0,33.19,19.5,55.0,1.0,14.1,12.0,15.0,1.0,7.240200000000001,5.1,14.2,1.0,8.9,3.5,4.3,0.0,2.4505,0.9,2.3,0.0,5.1,3.4,4.0,0.0,76.33587786259542,50.0,36.0,0.0,90.16438356164383,61.0,126.0,1.0
s2_outline_52,3次,株式会社GYXUS,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf,True,False,,98.0,26.0,9,5.0,0.5555555555555556,4.0,7.0,0.7777777777777778,False,8,5.0,0.625,3.0,True,3,明確な定量補完（2構成以上）,False,True,True,True,False,1.7823076923076924,0.06145615384615385,0.9230769230769231,376.3,13.0,14.0,0.0,46.34,42.2,62.3,1.0,42.9,22.0,26.0,0.0,17.498272,15.7,24.1,1.0,7.0,6.0,6.2,0.0,1.59786,2.4,3.5,1.0,5.0,5.0,5.3,1.0,22790.697674418607,57.0,61.0,0.0,61.18276923076922,139.0,171.0,1.0
s2_outline_91,3次,ＫＩＤＯ　ＰＡＣＫＡＧＩＮＧ株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_91.pdf,False,True,COST_TEXT_NUMERIC_MISMATCH,46.0,15.0,9,6.0,0.6666666666666666,3.0,5.0,0.5555555555555556,True,8,5.0,0.625,3.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,4.866666666666666,0.20519333333333334,0.6,16.9,13.0,14.0,0.0,73.0,42.2,62.3,0.0,17.9,22.0,26.0,1.0,20.51819,15.7,24.1,1.0,5.5,6.0,6.2,1.0,3.0779,2.4,3.5,1.0,5.5,5.0,5.3,0.0,37.39837398373984,57.0,61.0,1.0,124.35266666666666,139.0,171.0,1.0
s2_outline_161,4次,株式会社デイリーエッグ,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,30.42,9.74,9,6.0,0.6666666666666666,3.0,5.0,0.5555555555555556,True,8,5.0,0.625,3.0,True,3,明確な定量補完（2構成以上）,False,True,True,True,False,10.369609856262834,0.08752566735112936,1.0266940451745379,7.4,14.0,17.0,1.0,101.0,38.5,61.3,0.0,49.9,25.0,30.0,0.0,17.295520000000003,12.9,21.1,1.0,7.1,6.5,6.5,0.0,0.8525,2.0,2.9,1.0,5.5,5.5,6.0,1.0,16.095238095238095,48.0,47.0,1.0,161.42915811088295,169.0,209.0,1.0
s1_outline_50,1次,株式会社松尾製作所,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf,True,False,,109.0,35.0,8,5.0,0.625,3.0,3.0,0.375,True,8,5.0,0.625,3.0,True,3,明確な定量補完（2構成以上）,False,True,True,True,False,5.371428571428571,0.20832285714285714,0.3142857142857143,6.3,7.0,10.0,1.0,188.0,19.5,55.0,0.0,6.5,12.0,15.0,1.0,21.75393,5.1,14.2,0.0,3.0,3.5,4.3,1.0,7.2913,0.9,2.3,0.0,3.0,3.4,4.0,1.0,,50.0,36.0,,56.50371428571428,61.0,126.0,1.0
s2_outline_65,3次,ハビックス株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_65.pdf,True,False,,36.0,9.8,8,5.0,0.625,3.0,5.0,0.625,True,8,5.0,0.625,3.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,7.653061224489796,0.381704081632653,1.7346938775510203,14.0,13.0,14.0,0.0,75.0,42.2,62.3,0.0,14.3,22.0,26.0,1.0,18.34261,15.7,24.1,1.0,5.5,6.0,6.2,1.0,3.7407,2.4,3.5,0.0,4.5,5.0,5.3,1.0,,57.0,61.0,,170.15408163265306,139.0,171.0,1.0
s2_outline_72,3次,ときわ製作所株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_72.pdf,True,False,,10.0,2.5,8,5.0,0.625,3.0,3.0,0.375,True,8,5.0,0.625,3.0,True,2,明確な定量補完（2構成以上）,False,True,True,False,True,9.559999999999999,0.6325999999999999,8.4,25.99,13.0,14.0,0.0,23.9,42.2,62.3,1.0,28.1,22.0,26.0,0.0,8.346250000000001,15.7,24.1,1.0,4.9,6.0,6.2,1.0,1.5815,2.4,3.5,1.0,4.8,5.0,5.3,1.0,,57.0,61.0,,303.5,139.0,171.0,0.0
s2_outline_140,3次,都吹株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_140.pdf,True,False,,32.0,10.0,8,5.0,0.625,3.0,5.0,0.625,True,8,5.0,0.625,3.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,False,4.5,0.34986,1.8,16.89,13.0,14.0,0.0,45.0,42.2,62.3,1.0,17.2,22.0,26.0,1.0,14.873100000000003,15.7,24.1,1.0,7.3,6.0,6.2,0.0,3.4986,2.4,3.5,1.0,6.0,5.0,5.3,0.0,,57.0,61.0,,135.21,139.0,171.0,1.0
s2_outline_200,4次,有限会社ワンプラスワン,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_200.pdf,True,False,,38.31,11.12,8,5.0,0.625,3.0,4.0,0.5,True,8,5.0,0.625,3.0,True,2,明確な定量補完（2構成以上）,False,True,False,True,True,3.1969424460431655,0.5557787769784173,5.575539568345324,17.0,14.0,17.0,0.0,35.55,38.5,61.3,1.0,14.7,25.0,30.0,1.0,15.881755999999998,12.9,21.1,1.0,7.0,6.5,6.5,0.0,6.18026,2.0,2.9,0.0,5.0,5.5,6.0,1.0,,48.0,47.0,,129.83776978417262,169.0,209.0,1.0
s2_outline_19,3次,株式会社高木製作所,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_19.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,94.0,23.0,5,3.0,0.6,2.0,2.0,0.4,True,5,3.0,0.6,2.0,True,2,明確な定量補完（2構成以上）,False,False,True,True,False,,0.06050869565217391,0.13043478260869565,,13.0,14.0,,,42.2,62.3,,21.2,22.0,26.0,1.0,32.99615000000001,15.7,24.1,0.0,6.3,6.0,6.2,0.0,1.3917,2.4,3.5,1.0,,5.0,5.3,,,57.0,61.0,,130.4195652173913,139.0,171.0,1.0
s1_outline_36,1次,株式会社廣澤精機製作所,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf,True,False,,71.0,24.0,3,3.0,1.0,0.0,2.0,0.6666666666666666,False,3,3.0,1.0,0.0,False,0,公開方向性定量では未説明,False,False,False,False,False,1.4416666666666667,,,,7.0,10.0,,34.6,19.5,55.0,1.0,5.2,12.0,15.0,1.0,,5.1,14.2,,4.2,3.5,4.3,1.0,,0.9,2.3,,,3.4,4.0,,,50.0,36.0,,,61.0,126.0,
s1_outline_97,1次,フクシマガリレイ株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_97.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,137.0,28.0,2,2.0,1.0,0.0,1.0,0.5,False,2,2.0,1.0,0.0,False,0,公開方向性定量では未説明,False,False,False,False,False,,,,,7.0,10.0,,,19.5,55.0,,13.2,12.0,15.0,1.0,,5.1,14.2,,2.98,3.5,4.3,1.0,,0.9,2.3,,,3.4,4.0,,,50.0,36.0,,,61.0,126.0,
s1_outline_83,1次,株式会社ヒサダ,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_83.pdf,False,True,RATE_ARITHMETIC_MISMATCH|RATE_DEFINITION_AMBIGUOUS,19.0,4.4,4,3.0,0.75,1.0,4.0,1.0,False,4,3.0,0.75,1.0,False,1,部分的な定量補完（1構成）,False,False,True,False,False,4.59090909090909,,,,7.0,10.0,,20.2,19.5,55.0,1.0,94.0,12.0,15.0,0.0,,5.1,14.2,,3.77,3.5,4.3,1.0,,0.9,2.3,,3.83,3.4,4.0,1.0,,50.0,36.0,,,61.0,126.0,
s2_outline_185,3次,三日月興業株式会社,宿泊業・飲食サービス業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_185.pdf,True,False,,11.0,2.8,3,2.0,0.6666666666666666,1.0,2.0,0.6666666666666666,False,3,2.0,0.6666666666666666,1.0,False,1,部分的な定量補完（1構成）,False,False,True,False,False,4.178571428571429,,,,13.0,14.0,,11.7,42.2,62.3,1.0,34.2,22.0,26.0,0.0,,15.7,24.1,,6.0,6.0,6.2,1.0,,2.4,3.5,,,5.0,5.3,,,57.0,61.0,,,139.0,171.0,
s1_outline__184,2次,泉南乳業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__184.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS|SALES_ARITHMETIC_MISMATCH,12.0,1.3,8,5.0,0.625,3.0,6.0,0.75,True,7,4.0,0.5714285714285714,3.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,73.84615384615384,1.267,10.0,,9.0,12.0,,96.0,23.1,46.7,0.0,12.0,17.0,22.0,1.0,9.26211,9.1,17.6,1.0,5.0,5.0,5.4,1.0,1.6471,1.5,2.9,1.0,5.0,4.4,5.0,0.0,10.619469026548673,48.0,46.0,1.0,647.6999999999999,107.0,149.0,0.0
s1_outline__189,2次,長﨑ジャッキ株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__189.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,22.0,6.3,8,4.0,0.5,4.0,6.0,0.75,False,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,2.666666666666667,0.21976190476190477,2.380952380952381,,9.0,12.0,,16.8,23.1,46.7,1.0,26.4,17.0,22.0,0.0,10.18545,9.1,17.6,1.0,7.0,5.0,5.4,0.0,1.3845,1.5,2.9,1.0,5.0,4.4,5.0,0.0,177.41935483870967,48.0,46.0,0.0,146.97619047619048,107.0,149.0,1.0
s1_outline_14,1次,日華化学株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_14.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS|SALES_ARITHMETIC_MISMATCH,166.0,50.0,8,5.0,0.625,3.0,5.0,0.625,True,7,4.0,0.5714285714285714,3.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,4.0,0.060414,0.3,5.0,7.0,10.0,1.0,200.0,19.5,55.0,0.0,14.1,12.0,15.0,1.0,18.721230000000002,5.1,14.2,0.0,3.5,3.5,4.3,1.0,3.0207,0.9,2.3,0.0,,3.4,4.0,,33.2,50.0,36.0,1.0,34.0386,61.0,126.0,1.0
s1_outline_34,1次,株式会社柴田合成,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf,True,False,,18.94,5.2,8,5.0,0.625,3.0,6.0,0.75,True,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,True,False,True,False,10.576923076923077,0.12546153846153846,1.5384615384615383,,7.0,10.0,,55.0,19.5,55.0,0.0,12.1,12.0,15.0,1.0,5.461390000000001,5.1,14.2,1.0,5.0,3.5,4.3,0.0,0.6524,0.9,2.3,1.0,5.0,3.4,4.0,0.0,19.936842105263157,50.0,36.0,1.0,95.47884615384615,61.0,126.0,1.0
s1_outline_88,1次,株式会社創味食品,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_88.pdf,True,False,,134.0,41.0,8,4.0,0.5,4.0,5.0,0.625,False,7,4.0,0.5714285714285714,3.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,4.390243902439025,0.08027317073170731,0.8780487804878049,,7.0,10.0,,180.0,19.5,55.0,0.0,10.3,12.0,15.0,1.0,36.37612000000001,5.1,14.2,0.0,3.51,3.5,4.3,1.0,3.2912,0.9,2.3,0.0,3.35,3.4,4.0,1.0,37.53501400560224,50.0,36.0,0.0,80.65658536585366,61.0,126.0,1.0
s1_outline_107,1次,株式会社ササキ,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_107.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,39.0,13.0,8,4.0,0.5,4.0,6.0,0.75,False,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,True,False,True,False,5.384615384615385,0.13055384615384616,3.1538461538461537,,7.0,10.0,,70.0,19.5,55.0,0.0,1.3,12.0,15.0,1.0,6.786450000000001,5.1,14.2,1.0,4.5,3.5,4.3,0.0,1.6972,0.9,2.3,1.0,5.1,3.4,4.0,0.0,97.5,50.0,36.0,0.0,47.45769230769231,61.0,126.0,1.0
s1_outline_116,1次,株式会社かねふくめんたいパーク,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_116.pdf,False,True,COST_TEXT_NUMERIC_MISMATCH|RATE_DEFINITION_AMBIGUOUS,12.0,1.4,8,5.0,0.625,3.0,6.0,0.75,True,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,23.857142857142858,0.9585714285714287,29.28571428571429,,7.0,10.0,,33.4,19.5,55.0,1.0,57.9,12.0,15.0,0.0,11.066220000000001,5.1,14.2,1.0,4.8,3.5,4.3,0.0,1.342,0.9,2.3,1.0,3.0,3.4,4.0,1.0,29.460866149464795,50.0,36.0,1.0,718.5857142857143,61.0,126.0,0.0
s1_outline_127,1次,株式会社ユニワールド,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf,True,False,,17.0,5.7,8,5.0,0.625,3.0,7.0,0.875,True,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,9.12280701754386,0.26566140350877193,3.1403508771929833,,7.0,10.0,,52.0,19.5,55.0,1.0,13.4,12.0,15.0,1.0,10.660782000000001,5.1,14.2,1.0,5.5,3.5,4.3,0.0,1.51427,0.9,2.3,1.0,4.3,3.4,4.0,0.0,30.41144901610018,50.0,36.0,1.0,170.0284210526316,61.0,126.0,0.0
s1_outline_152,1次,ヤマトミシン製造株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_152.pdf,True,False,,19.0,4.0,8,5.0,0.625,3.0,7.0,0.875,True,7,4.0,0.5714285714285714,3.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,9.25,0.410025,1.75,,7.0,10.0,,37.0,19.5,55.0,1.0,14.0,12.0,15.0,1.0,8.67251,5.1,14.2,1.0,7.1,3.5,4.3,0.0,1.6401,0.9,2.3,1.0,4.2,3.4,4.0,0.0,28.75676919211641,50.0,36.0,1.0,197.1025,61.0,126.0,0.0
